title,homepage_url,is_public,is_hidden_in_reading_list,profile_type,profile_user_name,profile_user_image_url,feed_url
EAGLE EYE AFRICA,http://eagleeyeafrica.blogspot.com/,true,false,GOOGLE,WIRNGO PETER TARDZENYUY,https://lh3.googleusercontent.com/a/ACg8ocIaxf7pfaORdCBn061zSGyId7IDucyg8OdwlbUGQnpUUKr48HJ1,
